MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,digit
-10.941944642635521,-0.863997680078118,-0.5276114360660213,3.7418298093189972,-2.4846842957757556,1.0338465018489527,-3.036230853056801,3.035131936686894,-0.061478217234235216,1.845235190712736,-2.1545373623287127,-0.10194811389117009,-2.0172744637951197,4
-4.516921133808273,4.980269179764112,-3.7575519049272237,0.4527686258088117,-0.44399097147322314,3.6639315171838875,-0.6763902748672346,1.059984806674513,-2.025809670713972,0.6763220612163137,-0.5170928389445901,0.8102896803325905,-1.5167496352288574,9
-7.941745973762065,3.689849838708556,-2.6557335974496006,2.029304458685896,-2.613914283028496,1.3400463609985431,-0.3045832259116783,1.659404169814128,-1.0104605186915385,1.7480616381271734,-1.1804174891505395,-0.05472777772310988,0.0563557056381363,0
-2.932183400219357,4.249631787216057,-4.365202046455334,0.7742517320915648,0.44733176490488813,2.7467874089227884,-0.742998454312816,0.4916704822099123,-2.4610144433173744,0.2605050857993113,-0.553716451480747,0.18593343621628744,-0.27655053356707543,9
-7.695866416827905,4.172967503919158,-2.587323972840814,2.6800840654140066,-2.094846746726204,1.9247922655233087,-2.1092849829755496,2.709388889656732,-0.2522708773785215,0.6576872478731606,-1.4860445133219091,0.6440141841527446,-1.5219627735368784,0
-10.774201516655314,2.0069634652812187,-0.6843493365112628,3.028486590480469,-2.7264478242413164,0.7449808500863693,-2.304989513368536,3.4192190732235117,-0.596897265310013,1.859982964269327,-2.7259728602080133,0.8070256575336289,-2.6550847520871677,4
-1.9202220335068625,6.028825097952126,-3.9709112502627257,0.16164210015512298,0.1505192685375269,4.23779569378663,-0.19207533481475086,0.7113672676537202,-2.4434420675411324,-0.2780881824526665,-0.8867480823687441,1.5772400637241983,-1.1883109475620457,5
-4.973654387455678,4.179989209919782,-3.1265930767085117,1.7869336204929165,-0.742370872399595,3.205440671142288,-1.1417972519390425,0.1535147934861722,-2.916258793321582,0.9713732790321163,-0.554853192091617,1.1663148326971,-0.5577308571567892,3
-3.799161161256294,4.069673123600888,-2.636654860183401,2.5937537175097307,-1.3813977172667382,2.977555586801154,-0.6685570214327448,0.654755757432596,-2.0879573836290386,1.347670403393785,-0.1426211919056008,1.5802993678104444,-0.47069289265385533,7
-8.062909675774167,2.9634543358186924,-2.9244523281852324,1.3456579345054305,-2.076750347784892,1.0667761150238009,-0.5466078666622853,1.7029251333464495,-1.0349259340918215,0.40125725132810575,-0.30973984734184856,0.8453504446743185,-0.7286557938991849,0
-5.053321661567436,3.8199992866264427,-3.3523591865818054,0.8753587214014985,-0.31093527110008906,3.8614095377209288,-0.7471437402333027,0.41690424661945563,-1.488679211233043,1.3686824995738995,-1.4991612928135922,1.996836172230981,-1.168452131604156,3
-10.093531748698675,1.4485686047593638,-1.3051040917700854,3.9093606491385,-2.7283131747613405,0.8278938619412657,-2.9972795185765486,3.034301174395325,-1.4509540344045937,2.035044537756023,-1.9041437058708954,0.3004668847521401,-1.3121701244290072,8
-7.414006706327663,1.8413548645470208,-1.9988685646659676,2.5018429498085535,-2.925095376061906,1.6224430851199143,-2.9294457069695445,2.0873123990748166,-1.215110021327296,1.295463850965637,-0.7846995742380559,0.8439435636751946,-1.3164319459082683,6
-7.886252062133973,3.817983875355869,-2.9110380059139636,1.390357766738903,-2.284724887246055,1.4379893063050015,-1.5321100034086745,1.4950775956748086,-1.84425259403425,0.23997628876506394,-0.16454437586156245,0.8018952601389471,-0.9959383826934333,0
-3.882147174373597,5.559217026101638,-3.535258471364709,1.2596979381909934,-0.26810882619621,3.2836863728133205,-0.6906134360438979,1.2405775949658837,-2.625446293077664,0.22354476590043118,-1.719849726773936,0.5634597454650294,-0.08722123551967009,9
-1.6421013037146996,5.931674889343936,-3.989630985933243,-0.5711398621057009,-1.4745468403265372,3.1447843414963206,-0.07355027875309564,0.953836054500195,-2.2539335920213475,-0.13103776223519437,0.031311152381556795,1.1060075468994528,-0.06539523709022596,5
-2.935553133850225,3.8742576349673086,-2.424590180911992,2.1027499775613454,-1.1327180134449062,2.6286805681579457,-0.8632670398280777,1.2386063183192568,-1.5836376188292716,1.2976351176934513,-0.5580432429845259,1.8919963622209743,-0.5107693289277753,7
-7.3507783835131075,3.2073922387967237,-2.3879829274344053,2.650989386289056,-2.9750247089297006,1.936288480637032,-1.5346898134970999,1.1311095556254633,-1.007862492278172,1.7018528792911645,-0.3539997186477649,-0.22123931909518374,-1.6893718425289792,6
-3.955645723171053,4.417347949923969,-2.9326377981154375,2.0199687919449842,-1.3521350522681734,2.3019267638940906,-0.26543543897831245,-0.01403311356317305,-1.391954283695887,0.5665395626238463,-0.27231056830176836,1.109877515551212,0.5569774096333526,7
-3.6608806475615476,3.88504692863959,-2.8041147232750387,2.632909788136565,-1.1197188116861339,2.495896142995475,-1.1507400119946218,0.9801483430236579,-1.2108573110116825,1.4281176894645777,-0.4350349097588355,1.1982617591964175,-0.12109862191863971,7
-3.79046824497133,4.489598180106142,-3.4098537235878172,0.777939936256866,-0.0827564910566076,3.2339655279529094,-0.288454731987694,0.43733057344661697,-2.982770016601892,0.6655173426561476,0.21742368073315843,0.6537080647709618,0.5236924492558584,9
-4.876314695712214,3.307862859980591,-3.2198774428252066,2.236312341013396,-0.45808542303144645,2.2218255194296965,-1.6027626151532195,0.512527275566452,-1.6917558126059091,0.8609761782768008,-1.1400851246451804,0.9374141325438461,0.3228755486538558,3
-5.310659187621681,3.709433955010287,-2.7615836124966906,1.4865420596053538,-0.8009923120690142,2.1871586462592782,0.36602480213205446,0.615990164534005,-1.7812163271814339,1.0300044446024694,-0.7370773472788108,1.5755178654850872,-0.35536154467948633,3
-8.438808678431453,3.666359664792594,-3.1665740042386044,1.8763320180517908,-1.8333847325049892,2.1495749102738335,-0.6662259598150022,1.1429674410089106,-0.41079034121813995,0.6502424812262613,-1.1178515110247045,0.41397932036726376,-0.08091539942714909,0
-10.825353659208302,1.1009924271887992,-1.0062177456427368,4.005071193097982,-1.8218912200581852,0.5708067113466732,-1.5250976012564652,2.7771806633149225,-0.3443262395839075,1.9596492600653082,-2.150671993930753,1.0529856265235438,-2.166873491194151,4
-6.930066594920858,1.7819935364991226,-1.7007732819065144,2.1911937791747573,-3.0164112616706347,2.0516728561345525,-2.040442561249462,2.060795956725833,-0.28426321848164393,0.3589327103468999,-0.3820153784199961,0.07593053813492337,-1.840094492041106,6
-5.06774986241697,3.815535419678503,-1.867976028194248,1.5223695809663804,-0.1307929004399444,3.70705549364831,-1.4594843609256767,0.3544053993730738,-1.291913345083075,1.2905542313850196,-0.3581919376122561,1.8750149762973696,0.03376260407071496,3
-5.674743852140132,4.349583781063921,-2.8985736655458254,0.9887629351059841,-1.080147945024262,2.388628386975598,-1.1079554916905314,-0.4344489854443119,-2.036916474499058,1.4935593439639994,-0.9737124837293467,1.5085101353114736,-0.9023260140882093,3
-1.6189913715233173,4.71880706914452,-3.8630676190588322,1.3199288977292607,0.4060036751264398,3.5516912445164053,-0.5179953125691303,1.4814327673215206,-2.366728599598735,0.13069394856122543,-0.06993777486670238,1.0019466136773245,0.27855938531311486,5
-9.472957293614243,0.8932050548319441,-1.439960301252535,3.0756470379678413,-3.2029943007824055,1.360447712497435,-1.4005452749216092,2.413872052612557,-0.4084649449432013,1.1012210535632672,-2.0549542221768533,1.194169176731373,-2.6612435252967694,2
-7.561134800913018,3.169436020081778,-1.3183732000024473,1.5669922373939777,-2.4202046140443496,1.4808749842656357,-1.8466317167019928,0.8276157577194854,-0.4086577620560861,0.7853810995523075,-0.6945789795983518,-0.18392422145329135,-1.5711286638270023,6
-9.828338030741254,1.6831382109213346,-0.6549391284826879,3.9496950496057854,-2.2413588464802308,1.1664904473887474,-2.467144194538001,2.769942278612621,-0.08319347468575339,1.429447102995741,-1.8070087901880494,0.6540576876749922,-2.5178556942008306,8
-10.861801053355034,1.1822912565009205,-0.15610690930941007,3.525595116833781,-3.0741340176964957,1.670460625107312,-2.50322671523943,2.671377894144197,-0.38383164643614875,1.1153630399519252,-1.1795509860404763,-0.0444326678890378,-1.6820978607205543,8
-10.469017905965213,1.5863693511976291,-1.337601990316984,3.155730313202114,-1.948349762411767,0.0019929373830516184,-2.0564004018474633,3.1765564288498527,0.04422929169315237,2.203523500725066,-0.6591173394137246,-0.30356794532752746,-0.9558379893747492,8
-9.545366141145557,1.5886005369845315,-0.8396684761186799,3.469801037504631,-2.7289105129491777,-0.055602014505994446,-1.8975473056537404,1.811281675058552,-0.981311638803789,1.8664449055149568,-1.29955811922451,0.648807237357903,-1.610388301800565,2
-1.1999889560350878,6.342328001704347,-3.8749689733613346,-0.12042777097417967,-0.8322674908632943,4.128090330612789,0.5054695973702603,1.1825651311159742,-2.3088107415691335,0.2465280162577909,-1.1490502100597244,0.4544716416779616,0.038636645615417076,5
-3.9890934974324868,4.696600823235654,-3.9516853661762075,1.7956054089784843,-1.1716490761005016,3.323443277906981,-1.4718733109519637,1.2206169432219967,-1.4846538504513243,0.49312385505651235,-0.3906553104337837,1.581198029627392,-0.1403408585332407,3
-7.664820470077686,2.691228102125624,-2.248160377290304,3.17264072753815,-2.9038790393993565,1.6177800113636147,-2.0537464375174936,2.2333454786212976,-1.577602955805812,-0.09826112629992045,-0.9034587455399891,0.28993752461522415,-1.2480925135491094,6
